ensgene,SRR1039508,SRR1039509,SRR1039512,SRR1039513,SRR1039516,SRR1039517,SRR1039520,SRR1039521
ENSG00000162695,801,699,951,674,924,1308,745,926
ENSG00000162699,0,0,0,0,0,0,0,0
ENSG00000162702,631,476,851,349,858,1272,683,598
ENSG00000162704,2022,2927,2032,2414,1924,5073,1887,3124
ENSG00000162706,10,3,1,0,3,5,1,1
ENSG00000162711,7,2,7,7,4,2,7,3
ENSG00000162714,895,571,769,420,917,952,818,798
ENSG00000162722,92,69,39,28,85,81,38,30
ENSG00000162723,0,0,2,0,0,1,0,2
ENSG00000162727,0,0,0,0,0,0,0,0
ENSG00000162728,0,0,4,0,0,1,3,0
ENSG00000162729,331,333,552,340,242,365,344,465
ENSG00000162733,19328,14847,21682,13433,21447,26189,18309,26762
ENSG00000162734,8245,7210,16184,7390,10294,13855,9298,8916
ENSG00000162735,1784,1558,1990,1267,2016,2458,1450,1733
ENSG00000162736,3798,3355,5982,3843,5187,5851,3964,4544
ENSG00000162738,47,5,6,1,4,0,5,6
ENSG00000162739,2,5,4,1,6,5,5,2
ENSG00000162745,149,60,284,91,152,90,272,217
ENSG00000162746,19,11,18,4,6,7,9,10
ENSG00000162747,0,0,0,0,0,0,0,0
ENSG00000162753,0,2,0,0,0,1,0,0
ENSG00000162755,8,13,22,4,3,3,19,34
ENSG00000162757,55,28,57,30,54,62,41,27
ENSG00000162761,0,0,0,0,0,0,0,0
ENSG00000162763,0,0,0,0,0,0,0,0
ENSG00000162769,50,84,167,49,77,102,86,73
ENSG00000162771,0,0,0,0,0,1,0,1
ENSG00000162772,107,224,259,572,209,726,149,642
ENSG00000162775,163,166,168,123,192,235,128,169
ENSG00000162777,274,151,289,91,87,82,202,165
ENSG00000162779,1,8,1,1,1,4,7,14
ENSG00000162782,0,0,0,0,0,0,0,2
ENSG00000162783,929,869,790,431,860,1181,727,691
ENSG00000162804,3714,2268,4831,2322,3169,3318,3470,4402
ENSG00000162813,306,322,498,251,418,407,334,316
ENSG00000162814,38,21,38,6,56,63,46,27
ENSG00000162817,60,206,110,75,1686,4108,75,207
ENSG00000162819,1014,620,1220,780,1319,1526,895,1090
ENSG00000162825,471,512,589,283,690,978,593,560
ENSG00000162836,249,133,128,85,294,336,188,196
ENSG00000162840,0,0,0,0,0,0,0,0
ENSG00000162843,0,1,3,2,1,0,1,0
ENSG00000162849,264,103,188,26,133,415,139,83
ENSG00000162851,162,163,183,154,189,283,143,148
ENSG00000162852,498,490,853,571,957,1089,607,732
ENSG00000162869,464,454,655,526,521,811,425,720
ENSG00000162873,0,0,0,0,1,0,0,0
ENSG00000162877,1,3,5,1,0,2,2,6
ENSG00000162878,578,2194,1514,1915,695,1887,779,2734
ENSG00000162881,9,6,10,0,13,9,11,0
ENSG00000162882,70,40,51,11,75,52,43,32
ENSG00000162885,156,122,243,107,192,163,188,165
ENSG00000162889,2465,2570,2404,1855,2908,4153,2026,2344
ENSG00000162891,0,1,0,0,0,0,0,0
ENSG00000162892,0,3,1,3,11,37,1,5
ENSG00000162894,5,1,11,26,31,135,5,12
ENSG00000162896,6,8,5,5,4,12,7,7
ENSG00000162897,0,0,0,0,0,0,0,0
ENSG00000162909,13543,12025,12748,8155,14062,17141,11836,12203
ENSG00000162910,243,240,337,149,236,336,301,216
ENSG00000162913,18,18,4,4,10,8,15,4
ENSG00000162923,3227,3261,4319,2675,5102,5585,3268,3709
ENSG00000162924,306,267,457,189,446,411,349,300
ENSG00000162927,138,87,163,79,140,133,154,119
ENSG00000162928,331,301,364,314,415,549,238,295
ENSG00000162929,191,125,291,123,388,254,265,207
ENSG00000162931,48,32,42,15,53,47,37,18
ENSG00000162944,388,177,387,157,378,155,277,210
ENSG00000162946,134,93,147,61,154,142,69,89
ENSG00000162949,0,0,0,1,1,3,0,0
ENSG00000162951,0,0,0,0,0,0,0,0
ENSG00000162959,530,399,602,287,625,829,399,429
ENSG00000162961,328,398,419,359,423,622,276,354
ENSG00000162971,203,139,245,107,254,245,185,161
ENSG00000162972,154,177,195,106,188,251,166,160
ENSG00000162975,8,3,5,0,12,4,6,1
ENSG00000162976,604,682,549,467,524,768,586,848
ENSG00000162980,648,436,636,373,630,1025,617,542
ENSG00000162981,6,10,12,16,9,29,4,6
ENSG00000162989,4,2,6,4,5,2,5,2
ENSG00000162992,0,0,3,0,0,0,0,1
ENSG00000162994,125,46,58,66,92,65,38,97
ENSG00000162997,9,16,18,13,21,9,10,19
ENSG00000162998,37,47,67,165,35,138,37,159
ENSG00000162999,79,63,94,55,92,84,60,76
ENSG00000163001,703,531,903,457,870,871,620,575
ENSG00000163002,74,71,82,43,122,155,65,76
ENSG00000163006,36,16,27,30,24,20,22,12
ENSG00000163012,2,3,5,5,9,2,1,5
ENSG00000163013,231,167,168,121,212,254,218,180
ENSG00000163016,1,0,2,0,1,1,0,0
ENSG00000163017,262,824,555,854,863,6240,403,735
ENSG00000163026,241,237,274,146,231,279,182,224
ENSG00000163029,735,773,837,502,872,987,674,812
ENSG00000163032,2,0,2,2,2,4,0,0
ENSG00000163040,172,115,207,86,178,127,97,82
ENSG00000163041,3004,2425,3453,1907,3439,3527,2833,2350
ENSG00000163046,1,6,2,3,2,4,2,1
ENSG00000163050,583,414,638,326,588,417,536,539
ENSG00000163053,59,47,55,24,74,53,81,109
ENSG00000163060,27,22,6,4,8,6,15,15
ENSG00000163064,2,1,1,0,1,4,1,1
ENSG00000163069,2484,2897,3063,2527,3785,5255,1957,3488
ENSG00000163071,1043,821,1300,375,744,757,950,697
ENSG00000163072,10,20,11,10,14,11,11,4
ENSG00000163075,15,11,27,8,18,14,15,17
ENSG00000163081,0,0,0,0,0,0,0,0
ENSG00000163082,2,3,5,6,4,6,8,3
ENSG00000163083,29,296,63,316,122,2554,57,494
ENSG00000163092,2,2,2,0,0,2,6,6
ENSG00000163093,328,242,358,157,363,340,323,202
ENSG00000163098,0,0,0,0,0,0,0,0
ENSG00000163104,814,706,848,541,944,1008,769,765
ENSG00000163106,1,0,0,0,0,0,0,1
ENSG00000163110,596,1383,800,1179,736,3283,792,1951
ENSG00000163114,0,0,0,0,0,0,0,0
ENSG00000163116,2,2,6,0,1,1,4,2
ENSG00000163121,0,0,0,0,0,0,1,0
ENSG00000163125,1101,805,1359,707,1346,1227,1030,961
ENSG00000163126,26,29,30,8,53,54,27,46
ENSG00000163131,68,23,116,50,247,100,132,54
ENSG00000163132,25,28,106,51,78,91,77,55
ENSG00000163138,182,163,217,143,170,198,162,195
ENSG00000163141,2,6,9,6,7,6,7,5
ENSG00000163145,145,96,242,219,205,285,178,272
ENSG00000163154,1,2,2,0,2,1,2,0
ENSG00000163155,106,94,137,72,142,175,81,123
ENSG00000163156,264,251,336,210,333,391,224,256
ENSG00000163157,8,4,3,4,0,4,6,1
ENSG00000163159,512,436,598,297,527,610,450,426
ENSG00000163161,897,726,1194,595,1192,1324,968,878
ENSG00000163162,710,657,729,513,847,1048,702,879
ENSG00000163166,936,863,1168,622,1437,1572,909,809
ENSG00000163170,137,121,170,97,138,195,81,92
ENSG00000163171,608,1347,1511,1884,957,2590,703,2512
ENSG00000163191,3482,3590,5041,3148,4329,5463,3459,3617
ENSG00000163202,0,0,0,0,0,0,0,0
ENSG00000163206,1,0,1,0,1,0,1,0
ENSG00000163207,0,0,0,0,0,1,0,0
ENSG00000163209,0,0,0,0,0,0,0,0
ENSG00000163214,576,355,676,355,716,916,444,475
ENSG00000163216,0,0,0,0,0,0,0,0
ENSG00000163217,0,0,0,0,0,0,0,0
ENSG00000163218,0,0,0,0,0,0,0,0
ENSG00000163219,23,18,35,8,21,29,10,23
ENSG00000163220,0,0,0,0,0,0,0,0
ENSG00000163221,0,0,0,0,0,0,0,0
ENSG00000163235,0,0,1,0,0,0,0,0
ENSG00000163239,0,1,0,0,0,1,0,0
ENSG00000163249,438,382,553,477,552,778,358,485
ENSG00000163251,24,69,21,88,19,65,11,112
ENSG00000163254,0,0,0,0,0,0,0,0
ENSG00000163257,645,508,694,408,666,933,490,611
ENSG00000163263,0,0,0,0,0,1,0,0
ENSG00000163273,3,0,0,0,0,0,0,0
ENSG00000163281,492,603,713,517,657,892,412,530
ENSG00000163283,0,4,0,0,1,0,0,1
ENSG00000163285,0,0,0,0,0,0,0,0
ENSG00000163286,0,0,0,0,0,0,0,0
ENSG00000163288,0,0,0,0,1,0,0,0
ENSG00000163291,257,291,450,280,375,461,254,343
ENSG00000163293,4,32,22,3,2,66,19,12
ENSG00000163295,0,0,0,0,0,0,0,0
ENSG00000163297,4331,5196,6150,4772,5677,6536,4975,8119
ENSG00000163312,190,169,326,145,320,287,223,161
ENSG00000163319,316,229,341,189,344,443,280,253
ENSG00000163320,2104,2207,2273,1639,2233,3077,1831,2546
ENSG00000163322,477,410,548,322,502,500,425,396
ENSG00000163328,268,130,414,147,365,298,254,138
ENSG00000163331,1,2,1,0,6,4,0,2
ENSG00000163344,359,317,384,224,305,359,322,273
ENSG00000163346,2810,2373,3591,2077,3307,3461,2800,2828
ENSG00000163347,3,0,5,1,11,1,2,0
ENSG00000163348,740,658,748,382,724,809,617,588
ENSG00000163349,1286,1108,1545,1020,1595,2192,1324,1729
ENSG00000163352,0,2,2,1,0,0,2,0
ENSG00000163354,12,10,13,10,38,6,13,21
ENSG00000163357,3,8,2,2,1,3,3,6
ENSG00000163359,111444,79661,97176,44624,109301,94307,88516,76786
ENSG00000163362,6,3,3,2,5,1,6,3
ENSG00000163374,1030,898,1216,653,1195,1228,920,835
ENSG00000163376,12,6,16,12,35,11,18,9
ENSG00000163377,0,1,0,0,0,2,0,0
ENSG00000163378,889,1659,1151,1928,1440,4297,944,2116
ENSG00000163380,9,8,3,7,6,10,8,3
ENSG00000163382,484,487,488,352,572,767,434,424
ENSG00000163389,246,254,268,202,293,326,263,303
ENSG00000163393,143,105,178,112,119,110,137,167
ENSG00000163394,851,210,2383,298,497,104,4266,928
ENSG00000163395,2,0,1,0,1,0,0,1
ENSG00000163399,5449,6964,6648,5165,6769,9605,5452,7147
ENSG00000163406,32,9,19,18,10,7,29,6
ENSG00000163412,361,313,411,223,183,232,310,368
ENSG00000163421,0,0,0,0,0,0,0,0
ENSG00000163424,0,0,0,0,0,0,0,0
ENSG00000163428,1047,989,932,765,1077,1318,970,1003
ENSG00000163430,43448,78350,72328,53183,50110,93915,52788,120915
ENSG00000163431,2949,6197,6740,8831,4289,11993,4329,9050
ENSG00000163435,4,2,6,3,4,3,6,5
ENSG00000163440,0,0,0,0,0,0,0,0
ENSG00000163444,1056,916,1084,735,1246,1385,918,1097
ENSG00000163449,16,11,21,11,20,10,8,7
ENSG00000163453,728,634,2279,1197,6610,8279,1550,1694
ENSG00000163462,150,151,189,74,124,173,123,110
ENSG00000163463,665,610,901,533,858,1121,640,743
ENSG00000163464,0,0,0,0,0,0,0,0
ENSG00000163466,4548,4167,5345,3301,5109,7357,3907,4251
ENSG00000163467,3,3,6,3,7,3,7,3
ENSG00000163468,3102,3104,3280,1923,3806,4705,2038,2448
ENSG00000163472,152,130,251,105,247,299,180,218
ENSG00000163479,3339,2712,3570,1812,3604,3784,2762,2607
ENSG00000163481,280,254,402,227,356,434,256,265
ENSG00000163482,795,638,1124,407,862,974,669,503
ENSG00000163485,46,8,100,21,51,40,93,26
ENSG00000163491,212,42,251,53,376,65,221,61
ENSG00000163492,3,6,29,4,4,14,7,10
ENSG00000163497,0,0,0,0,0,0,0,1
ENSG00000163499,0,1,0,0,0,0,0,0
ENSG00000163501,0,0,0,1,0,0,0,2
ENSG00000163507,134,108,154,69,133,143,112,110
ENSG00000163508,0,1,1,0,2,0,1,0
ENSG00000163510,528,398,624,309,705,729,483,415
ENSG00000163512,1808,1494,2391,1467,2489,2976,1743,1778
ENSG00000163513,5746,14416,8256,14671,9924,25002,6611,21516
ENSG00000163515,0,0,0,0,0,0,0,0
ENSG00000163516,632,692,603,413,683,1024,427,558
ENSG00000163517,331,234,422,214,415,491,358,326
ENSG00000163518,0,0,0,0,0,0,0,0
ENSG00000163519,0,0,0,0,0,0,0,0
ENSG00000163520,22194,16438,26880,13159,17114,19554,21851,22474
ENSG00000163521,254,140,333,155,224,192,289,269
ENSG00000163527,3176,3038,4730,2995,4428,6721,3064,4152
ENSG00000163528,98,84,139,72,173,145,119,98
ENSG00000163530,0,0,0,0,0,0,1,0
ENSG00000163531,2094,2121,3995,1951,3128,5743,2878,3561
ENSG00000163534,2,7,5,1,1,4,5,3
ENSG00000163535,188,155,223,102,303,200,111,178
ENSG00000163536,33,20,85,66,46,32,73,50
ENSG00000163539,616,587,792,421,1091,1069,689,762
ENSG00000163541,774,736,990,468,971,1002,672,618
ENSG00000163545,39,41,74,63,68,259,58,105
ENSG00000163554,36,7,31,1,10,1,41,2
ENSG00000163558,1279,860,1570,936,1870,2328,1228,1633
ENSG00000163563,0,0,0,0,0,0,0,0
ENSG00000163564,0,5,2,0,6,3,2,8
ENSG00000163565,5709,3958,4849,2684,6129,4069,4054,3378
ENSG00000163568,1,0,1,1,3,3,0,0
ENSG00000163576,53,28,85,38,47,36,109,52
ENSG00000163577,452,388,313,302,693,954,442,563
ENSG00000163581,0,0,0,0,1,0,0,0
ENSG00000163584,319,423,274,225,449,471,246,168
ENSG00000163586,0,0,0,0,0,0,1,0
ENSG00000163590,110,89,89,47,112,69,64,73
ENSG00000163596,123,94,167,131,199,163,170,160
ENSG00000163599,0,0,0,0,0,0,0,1
ENSG00000163600,0,0,0,0,0,0,0,0
ENSG00000163602,39,51,78,36,71,109,65,72
ENSG00000163605,1193,818,1295,791,1282,1699,942,870
ENSG00000163606,0,0,8,1,1,6,6,1
ENSG00000163607,369,296,457,208,370,464,339,273
ENSG00000163608,977,790,1186,734,1008,1460,1044,880
ENSG00000163611,281,141,312,72,261,269,221,193
ENSG00000163612,1,1,0,2,1,1,1,1
ENSG00000163617,211,128,222,117,204,209,179,184
ENSG00000163618,28,24,2,5,5,12,7,1
ENSG00000163623,929,1067,885,609,824,1291,573,884
ENSG00000163624,3,4,20,18,10,11,9,26
ENSG00000163625,2310,1866,2571,1766,2645,3253,1941,2884
ENSG00000163626,279,231,287,163,304,340,245,244
ENSG00000163629,2466,1603,3399,1397,3785,2967,2267,2132
ENSG00000163630,2,0,1,1,2,3,3,0
ENSG00000163631,3,3,3,0,0,0,4,4
ENSG00000163632,1,2,3,2,7,4,6,2
ENSG00000163633,176,139,169,72,152,120,131,98
ENSG00000163634,535,544,633,465,768,1031,566,570
ENSG00000163635,485,502,556,435,744,1006,515,611
ENSG00000163636,989,946,1125,737,1211,1326,808,870
ENSG00000163637,567,569,599,443,775,1714,502,1265
ENSG00000163638,41,35,37,22,26,63,50,32
ENSG00000163644,682,658,851,572,720,616,694,909
ENSG00000163645,0,6,9,0,0,0,2,5
ENSG00000163646,3,0,0,0,0,1,1,0
ENSG00000163655,1273,906,1379,678,1321,1372,1005,1112
ENSG00000163659,382,365,396,300,361,621,269,555
ENSG00000163660,1420,1634,1562,1297,1874,2968,1541,2117
ENSG00000163661,2558,11887,5890,11393,2416,14574,3976,23575
ENSG00000163666,13,24,17,21,20,22,18,14
ENSG00000163673,1,0,0,1,0,0,0,0
ENSG00000163681,954,788,1238,1184,1247,1973,1033,1458
ENSG00000163682,436,349,373,182,6128,7218,249,228
ENSG00000163683,2202,2967,2100,1586,1996,2452,1828,2911
ENSG00000163684,374,207,397,266,481,422,335,283
ENSG00000163686,106,103,95,81,115,154,66,90
ENSG00000163687,0,0,8,4,4,3,0,5
ENSG00000163689,68,37,65,28,70,64,42,40
ENSG00000163694,17,8,32,8,70,52,20,14
ENSG00000163697,1738,2741,1928,2297,2042,4082,1477,3089
ENSG00000163701,37,36,37,30,31,62,21,49
ENSG00000163702,650,750,668,475,702,790,593,744
ENSG00000163703,458,376,1201,635,732,1166,274,295
ENSG00000163704,223,127,255,161,265,258,164,189
ENSG00000163705,0,0,1,1,2,0,0,1
ENSG00000163710,473,266,1770,1021,424,337,1470,1124
ENSG00000163714,1743,1434,1927,1102,1998,2451,1587,1592
ENSG00000163719,521,603,563,517,592,962,426,731
ENSG00000163728,1221,1345,1256,740,1499,2205,1037,1123
ENSG00000163734,1,3,4,3,10,10,0,4
ENSG00000163735,2,7,7,13,24,29,3,5
ENSG00000163736,0,0,0,0,0,0,0,0
ENSG00000163737,0,3,0,0,0,4,0,2
ENSG00000163738,52,42,59,36,67,86,33,68
ENSG00000163739,10,15,9,9,65,216,5,4
ENSG00000163743,327,192,338,154,269,294,254,214
ENSG00000163746,2,0,2,2,2,1,0,2
ENSG00000163749,68,34,81,45,34,57,43,36
ENSG00000163751,0,0,0,0,1,0,0,0
ENSG00000163754,993,1126,1129,848,1344,1440,884,1088
ENSG00000163755,931,635,893,413,951,919,831,582
ENSG00000163762,1,1,0,0,0,0,0,2
ENSG00000163781,752,839,769,580,797,883,756,913
ENSG00000163785,1783,1416,1824,1033,2038,2328,1497,1617
ENSG00000163788,438,511,405,289,473,780,407,517
ENSG00000163792,6,8,7,4,8,10,8,8
ENSG00000163793,0,0,0,0,0,0,0,0
ENSG00000163794,17,16,14,8,9,8,10,14
ENSG00000163795,279,288,350,174,308,451,224,223
ENSG00000163798,584,501,666,407,717,816,459,535
ENSG00000163803,38,120,66,130,55,110,54,243
ENSG00000163806,23,12,17,12,11,19,13,10
ENSG00000163807,553,419,672,401,733,745,496,578
ENSG00000163808,22,14,27,15,30,33,7,10
ENSG00000163810,0,2,0,1,0,0,1,0
ENSG00000163811,742,481,798,393,1072,1006,789,625
ENSG00000163812,830,845,1087,809,1053,1496,843,1190
ENSG00000163814,192,164,200,156,83,121,106,130
ENSG00000163815,270,165,1526,776,410,427,617,576
ENSG00000163817,7,27,16,32,33,18,9,10
ENSG00000163818,548,280,691,267,731,603,458,389
ENSG00000163820,5412,2778,4566,2497,4639,4384,4583,4152
ENSG00000163823,15,3,31,4,8,7,16,4
ENSG00000163825,0,0,1,0,1,0,0,0
ENSG00000163827,109,86,164,79,290,383,59,40
ENSG00000163832,292,227,366,182,320,367,257,213
ENSG00000163833,3,2,2,2,5,5,3,3
ENSG00000163840,1423,981,1353,842,1304,1541,1063,1043
ENSG00000163848,1379,1024,1529,775,1571,2051,1309,1355
ENSG00000163864,41,18,32,9,12,9,9,14
ENSG00000163866,395,516,432,308,460,715,288,321
ENSG00000163867,418,340,475,324,429,534,356,321
ENSG00000163870,640,623,642,505,663,925,557,760
ENSG00000163872,1829,1510,1557,1.00E+03,1876,2818,1351,1374
ENSG00000163873,0,2,0,0,1,0,0,0
ENSG00000163874,153,181,164,96,165,216,110,149
ENSG00000163875,1102,1109,1075,778,1454,1493,1239,1583
ENSG00000163877,324,471,514,322,459,586,303,441
ENSG00000163879,326,284,469,180,404,356,331,236
ENSG00000163882,452,442,455,230,405,579,274,319
ENSG00000163884,77,1340,56,729,36,493,33,1402
ENSG00000163885,0,3,5,0,0,0,0,2
ENSG00000163888,6,7,6,1,16,8,7,6
ENSG00000163898,4,3,10,7,5,19,9,11
ENSG00000163900,240,260,343,271,256,421,277,307
ENSG00000163902,3423,3420,3931,2667,3902,6061,2777,3177
ENSG00000163904,847,570,950,693,1286,1078,836,805
ENSG00000163909,1,1,0,1,3,5,1,0
ENSG00000163913,507,521,790,530,745,880,598,458
ENSG00000163914,0,0,0,0,0,0,0,0
ENSG00000163918,149,129,132,74,137,107,92,98
ENSG00000163923,119,116,136,66,114,152,100,125
ENSG00000163930,1505,1378,1474,945,1676,2313,1259,1328
ENSG00000163931,8686,5276,5279,2009,6884,4433,5070,3574
ENSG00000163932,325,349,470,277,423,544,393,467
ENSG00000163933,316,237,349,196,347,557,267,308
ENSG00000163935,122,104,158,86,100,78,89,124
ENSG00000163938,1181,981,1242,636,1505,1829,967,832
ENSG00000163939,1986,1418,1818,968,2197,2138,1709,1727
ENSG00000163945,485,340,295,97,217,311,179,221
ENSG00000163946,1578,1496,1948,1471,1953,2407,1679,1808
ENSG00000163947,760,353,1097,318,610,315,720,399
ENSG00000163950,698,737,747,523,844,1034,600,750
ENSG00000163956,1924,1582,2907,1391,2463,2909,1951,2096
ENSG00000163958,0,0,0,0,2,0,0,0
ENSG00000163959,57,48,86,46,76,90,55,59
ENSG00000163960,1671,1133,2021,915,1980,2738,1597,1565
ENSG00000163961,387,412,388,283,413,536,410,475
ENSG00000163964,168,173,178,98,203,307,166,200
ENSG00000163975,283,233,381,221,179,222,307,290
ENSG00000163982,0,0,1,0,0,0,0,0
ENSG00000163993,0,0,0,0,0,0,3,0
ENSG00000163995,1,1,0,0,2,42,1,5
ENSG00000164002,80,73,109,66,107,122,80,107
ENSG00000164007,2,0,0,1,3,0,0,0
ENSG00000164008,124,88,149,68,151,131,120,95
ENSG00000164010,781,557,1206,581,1012,840,996,766
ENSG00000164011,145,110,185,72,151,156,138,125
ENSG00000164022,724,758,1089,613,947,1052,809,743
ENSG00000164023,1641,2164,1932,1177,1421,2570,1267,1917
ENSG00000164024,746,670,806,457,922,1060,618,688
ENSG00000164031,1024,897,1219,918,1276,1985,926,1186
ENSG00000164032,899,861,656,565,842,1022,746,623
ENSG00000164035,9,2,4,4,4,5,7,4
ENSG00000164037,32,29,23,14,24,35,16,15
ENSG00000164038,326,360,508,297,410,614,315,428
ENSG00000164039,1257,930,1608,827,1744,1382,1383,1053
ENSG00000164040,2858,2582,3541,1937,4726,4688,2505,2248
ENSG00000164045,17,17,21,12,21,40,15,21
ENSG00000164047,0,0,0,0,0,0,0,2
ENSG00000164048,242,127,297,94,257,211,220,147
ENSG00000164049,10,19,13,11,18,23,13,12
ENSG00000164050,2666,4297,3389,3566,3078,5015,2233,3932
ENSG00000164051,255,341,341,276,217,295,223,346
ENSG00000164053,119,125,98,62,139,122,112,143
ENSG00000164054,3378,3401,4066,2548,3676,4912,3.00E+03,3522
ENSG00000164056,834,719,698,444,507,1019,806,1182
ENSG00000164061,16,16,18,9,31,31,31,16
ENSG00000164062,1429,1276,1421,729,1250,1870,1031,1184
ENSG00000164066,444,284,944,333,831,1471,475,460
ENSG00000164068,753,682,763,793,1009,1197,606,838
ENSG00000164070,1209,402,954,163,1079,624,690,252
ENSG00000164073,280,225,319,173,291,305,245,246
ENSG00000164074,129,142,170,116,193,192,143,158
ENSG00000164076,0,0,0,0,0,1,0,0
ENSG00000164077,185,210,247,127,227,309,199,177
ENSG00000164078,21,21,23,9,6,2,9,6
ENSG00000164080,670,556,672,459,880,1040,546,624
ENSG00000164081,763,803,850,633,1055,1321,720,841
ENSG00000164082,2,1,1,2,2,2,2,2
ENSG00000164086,393,402,319,177,379,423,289,287
ENSG00000164087,50,40,58,29,57,48,28,37
ENSG00000164088,699,573,729,398,726,790,660,671
ENSG00000164089,0,0,0,0,1,0,0,0
ENSG00000164091,2595,2261,2792,1599,2714,3218,2293,2265
ENSG00000164093,18,10,3,6,3,1,13,15
ENSG00000164096,3201,1987,3155,905,2785,4580,2484,1119
ENSG00000164099,6219,4030,7603,3909,9354,11314,6744,5785
ENSG00000164100,2,3,3,0,11,13,2,2
ENSG00000164104,508,1165,846,1208,897,1652,502,1684
ENSG00000164105,280,790,367,520,398,836,344,717
ENSG00000164106,16,39,30,64,14,30,21,49
ENSG00000164107,1,21,7,6,14,33,13,37
ENSG00000164109,58,63,96,41,88,82,60,87
ENSG00000164111,21572,23326,26023,15321,32950,44671,18518,21554
ENSG00000164112,234,486,236,142,603,1527,206,329
ENSG00000164113,0,0,0,0,0,0,0,0
ENSG00000164114,597,531,776,444,863,1008,612,548
ENSG00000164116,374,361,477,161,209,164,286,158
ENSG00000164117,381,404,409,293,432,455,323,410
ENSG00000164118,365,219,259,223,300,334,234,241
ENSG00000164120,0,0,0,0,1,0,0,0
ENSG00000164122,1,21,10,12,6,50,13,62
ENSG00000164123,0,0,2,0,1,0,1,0
ENSG00000164124,148,184,112,65,257,279,117,121
ENSG00000164125,4617,8793,5816,6356,6035,12836,4149,9957
ENSG00000164128,0,1,0,0,0,0,0,0
ENSG00000164129,0,0,0,0,0,0,0,0
ENSG00000164134,812,766,924,475,970,1855,621,874
ENSG00000164136,191,160,164,86,189,243,85,93
ENSG00000164142,1,21,4,8,3,32,1,9
ENSG00000164144,789,663,877,502,981,956,652,556
ENSG00000164151,1247,1147,1223,824,1547,1876,1039,1308
ENSG00000164161,2,7,14,10,31,127,13,20
ENSG00000164162,98,104,114,68,141,162,103,122
ENSG00000164163,1193,1131,1172,619,1476,1935,945,1.00E+03
ENSG00000164164,1483,1333,1457,1209,1530,2056,1428,1868
ENSG00000164167,169,157,146,126,159,246,110,143
ENSG00000164168,1144,1025,1420,901,1290,2342,1002,1238
ENSG00000164169,188,157,254,148,275,298,210,205
ENSG00000164171,1244,646,814,289,1570,793,1127,553
ENSG00000164172,1033,733,1309,610,1500,1148,952,688
ENSG00000164175,0,0,0,0,1,0,0,2
ENSG00000164176,1721,1304,2698,1577,3501,4965,3232,3141
ENSG00000164180,298,246,357,231,358,529,266,317
ENSG00000164181,2,1,12,1,7,4,0,1
ENSG00000164182,275,255,313,157,377,453,238,244
ENSG00000164185,17,24,7,18,3,25,12,15
ENSG00000164187,410,334,602,328,717,534,472,632
ENSG00000164188,0,6,3,6,12,3,2,6
ENSG00000164190,1498,1498,2019,1138,2283,2065,1558,1877
ENSG00000164197,24,36,35,45,21,16,20,23
ENSG00000164199,4,13,20,1,22,17,2,12
ENSG00000164209,1738,1668,1735,1159,1807,2228,1376,1481
